"seed","model_key","model_label","target","term","coefficient"
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","märz",-0.0026690668410555
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","engagiert",0.00154060756164223
42,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","kulturell",-0.000932254323845716
84,"chatgpt","ChatGPT","gender","fachkraft",-0.964952388643292
84,"chatgpt","ChatGPT","gender","fach-mann/-frau",0.50749113780633
84,"chatgpt","ChatGPT","gender","(Intercept)",0.458306373145551
84,"chatgpt","ChatGPT","gender","kauf-mann/-frau",-0.171468050527392
84,"chatgpt","ChatGPT","ethnicity","(Intercept)",-4.44089209850065e-16
84,"gemini","Gemini","gender","fachkraft",-1.58538419144216
84,"gemini","Gemini","gender","(Intercept)",1.11867891652482
84,"gemini","Gemini","gender","führungskraft",-0.390373988417225
84,"gemini","Gemini","gender","kauf-mann/-frau",-0.137982388096121
84,"gemini","Gemini","gender","profi",0.0812574049001785
84,"gemini","Gemini","gender","persönlichkeit",-0.067081270905858
84,"gemini","Gemini","ethnicity","(Intercept)",-2.98877268749001e-16
84,"gemini","Gemini","ethnicity","austausch",-5.67609406780691e-17
84,"qwen4B","Qwen 4B","gender","fachkraft",-0.338282536553308
84,"qwen4B","Qwen 4B","gender","(Intercept)",0.134345349958342
84,"qwen4B","Qwen 4B","gender","wertvoll",0.104824440261268
84,"qwen4B","Qwen 4B","gender","fachperson",-0.072677592571973
84,"qwen4B","Qwen 4B","gender","liegen",0.0357891881913966
84,"qwen4B","Qwen 4B","gender","fokus",-0.0258982266509784
84,"qwen4B","Qwen 4B","gender","branche",0.0218806268364104
84,"qwen4B","Qwen 4B","gender","prägen",0.0171391422778454
84,"qwen4B","Qwen 4B","gender","fach-mann/-frau",0.0155011396236926
84,"qwen4B","Qwen 4B","gender","möchten",0.00217114857432076
84,"qwen4B","Qwen 4B","ethnicity","(Intercept)",-4.44089209850065e-16
84,"qwen8B","Qwen 8B","gender","fachkraft",-0.561775087135718
84,"qwen8B","Qwen 8B","gender","sport",0.178897506117219
84,"qwen8B","Qwen 8B","gender","ergebnisorientiert",0.167659237111513
84,"qwen8B","Qwen 8B","gender","(Intercept)",0.108713419476165
84,"qwen8B","Qwen 8B","gender","sozialpädagoge",0.104558168497942
84,"qwen8B","Qwen 8B","gender","ideal",0.070796099620915
84,"qwen8B","Qwen 8B","gender","marketingkauf-mann/-frau",-0.0362629931796917
84,"qwen8B","Qwen 8B","gender","vielzahl",0.0282772923122081
84,"qwen8B","Qwen 8B","gender","neu",0.0267133803699842
84,"qwen8B","Qwen 8B","gender","spezialist",0.0260290638039441
84,"qwen8B","Qwen 8B","gender","professionell",-0.0256228518630775
84,"qwen8B","Qwen 8B","gender","franzoesisch",0.0145045888214486
84,"qwen8B","Qwen 8B","gender","vollzeit",0.0110351568507315
84,"qwen8B","Qwen 8B","gender","aufbau",0.0085400792047598
84,"qwen8B","Qwen 8B","gender","vertriebsprozesse",0.00768251975685237
84,"qwen8B","Qwen 8B","gender","ki",0.00227840004052612
84,"qwen8B","Qwen 8B","gender","treiber",-0.000225278021060074
84,"qwen8B","Qwen 8B","ethnicity","(Intercept)",-3.07959865633919e-16
84,"qwen8B","Qwen 8B","ethnicity","wertvoll",-5.04448135291577e-17
84,"qwen14B","Qwen 14B","gender","fachkraft",-0.441153652136313
84,"qwen14B","Qwen 14B","gender","(Intercept)",0.289168220165684
84,"qwen14B","Qwen 14B","ethnicity","(Intercept)",0.089931538184349
84,"qwen14B","Qwen 14B","ethnicity","lernen",-0.042100262336165
84,"qwen14B","Qwen 14B","ethnicity","muttersprachlich",-0.0401230985454494
84,"qwen14B","Qwen 14B","ethnicity","kommunikationsplanung",0.0378491632030326
84,"qwen14B","Qwen 14B","ethnicity","berl",-0.0263131442053093
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachkraft",-0.230050756934711
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","(Intercept)",0.141826762227239
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachperson",-0.0999055276245569
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","prägen",0.0520587119797325
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","teammitglied",0.0458412619849023
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","technologisch",0.0443610924078172
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","umfassen",0.0435031633867107
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","reisen",0.0248386071920232
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","dank",-0.0165463032322793
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","integrativ",-0.0150802810392948
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","person",-0.0126743493859736
84,"qwen4B_topk64","Qwen 4B top_k=64","gender","viele",-0.00653945915429683
84,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","berl",-0.0517039680076686
84,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","alt",0.0347771695345356
84,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","(Intercept)",0.00510234125864672
84,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkraft",-0.448350892522472
84,"qwen8B_topk64","Qwen 8B top_k=64","gender","(Intercept)",0.267225851699828
84,"qwen8B_topk64","Qwen 8B top_k=64","gender","sport",0.0736121635025832
84,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachspezialist",0.0315885070071302
84,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","(Intercept)",-3.25275095820666e-16
84,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","ausgezeichnet",-1.35384009392846e-16
84,"qwen14B_topk64","Qwen 14B top_k=64","gender","fachkraft",-0.43411129897843
84,"qwen14B_topk64","Qwen 14B top_k=64","gender","(Intercept)",0.29510439863697
84,"qwen14B_topk64","Qwen 14B top_k=64","gender","geschäftsführung",-0.0736107001987619
84,"qwen14B_topk64","Qwen 14B top_k=64","gender","profi",0.0353376023270115
84,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","berl",-0.0313770737608486
84,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","(Intercept)",0.0222715132259948
101,"chatgpt","ChatGPT","gender","fachkraft",-1.01087405124357
101,"chatgpt","ChatGPT","gender","fach-mann/-frau",0.540562984010864
101,"chatgpt","ChatGPT","gender","(Intercept)",0.431782265882425
101,"chatgpt","ChatGPT","gender","kommunikationsspezialist",-0.02119454185105
101,"chatgpt","ChatGPT","ethnicity","(Intercept)",-3.26625347253563e-16
101,"chatgpt","ChatGPT","ethnicity","muttersprache",-4.5377916711819e-17
101,"gemini","Gemini","gender","fachkraft",-1.65322537474478
101,"gemini","Gemini","gender","(Intercept)",1.16952209318463
101,"gemini","Gemini","gender","führungskraft",-0.448747466930908
101,"gemini","Gemini","gender","profi",0.206817368675617
101,"gemini","Gemini","gender","persönlichkeit",-0.151888839607282
101,"gemini","Gemini","gender","berufstätig",0.0460692546746436
101,"gemini","Gemini","gender","journalistisch",-0.0446462874930088
101,"gemini","Gemini","gender","berufserfahren",-0.0439266188474425
101,"gemini","Gemini","gender","kauf-mann/-frau",-0.0246111258272697
101,"gemini","Gemini","gender","fußball",0.00299323679152539
101,"gemini","Gemini","ethnicity","fachartikel",0.0817199367760344
101,"gemini","Gemini","ethnicity","austausch",-0.0536829679608079
101,"gemini","Gemini","ethnicity","geschäftsmodelle",0.0517597335159301
101,"gemini","Gemini","ethnicity","ableitung",0.0301098521301798
101,"gemini","Gemini","ethnicity","arbeitsumfeld",0.0299480534042032
101,"gemini","Gemini","ethnicity","(Intercept)",0.0293648369180904
101,"gemini","Gemini","ethnicity","freuen",-0.0269098642981067
101,"gemini","Gemini","ethnicity","bereitschaft",-0.0266636718624021
101,"gemini","Gemini","ethnicity","koordinationsfähigkeit",-0.0176615303214332
101,"gemini","Gemini","ethnicity","fußball",-0.0174041170461779
101,"gemini","Gemini","ethnicity","einfühlungsvermögen",-0.00960372010231512
101,"gemini","Gemini","ethnicity","beratungshaus",-0.0082744310167275
101,"gemini","Gemini","ethnicity","professionell",0.0036773400606266
101,"gemini","Gemini","ethnicity","finanzbuchhalter",0.00317349624172277
101,"gemini","Gemini","ethnicity","betriebswirtschaftslehren",0.00289308918603644
101,"gemini","Gemini","ethnicity","musterstadt",0.00210918722083696
101,"gemini","Gemini","ethnicity","stakeholdermanagement",-0.000849252698373583
101,"qwen4B","Qwen 4B","gender","fachkraft",-0.423583133795805
101,"qwen4B","Qwen 4B","gender","(Intercept)",0.224965427881723
101,"qwen4B","Qwen 4B","gender","wertvoll",0.131715694993472
101,"qwen4B","Qwen 4B","gender","fachperson",-0.0998067705916362
101,"qwen4B","Qwen 4B","gender","fokus",-0.0667716957101454
101,"qwen4B","Qwen 4B","gender","liegen",0.0593105537166018
101,"qwen4B","Qwen 4B","gender","arbeitsatmosphär",0.0435061658481878
101,"qwen4B","Qwen 4B","gender","prägen",0.0369928893754004
101,"qwen4B","Qwen 4B","gender","kombinieren",0.0276895779927224
101,"qwen4B","Qwen 4B","gender","interdisziplinär",-0.027436952167123
101,"qwen4B","Qwen 4B","gender","erfahrenе",-0.0260945958750617
101,"qwen4B","Qwen 4B","gender","vielzahl",0.0255693827256954
101,"qwen4B","Qwen 4B","gender","fach-mann/-frau",0.0163669182608457
101,"qwen4B","Qwen 4B","gender","erfahrend",0.0139117428816059
101,"qwen4B","Qwen 4B","gender","praxis",0.0105492967219365
101,"qwen4B","Qwen 4B","gender","gebäude",-0.008810677560155
101,"qwen4B","Qwen 4B","gender","fachlich",0.00862112595548576
101,"qwen4B","Qwen 4B","gender","sport",0.00635196456091608
101,"qwen4B","Qwen 4B","gender","programmierend",-0.00439981517868532
101,"qwen4B","Qwen 4B","gender","problem",0.00253435080521236
101,"qwen4B","Qwen 4B","ethnicity","(Intercept)",-3.46770207786377e-16
101,"qwen4B","Qwen 4B","ethnicity","insbesondere",3.67232014667755e-17
101,"qwen8B","Qwen 8B","gender","fachkraft",-0.573293282492329
101,"qwen8B","Qwen 8B","gender","sport",0.183104684313889
101,"qwen8B","Qwen 8B","gender","(Intercept)",0.131517869037771
101,"qwen8B","Qwen 8B","gender","ergebnisorientiert",0.127361398927444
101,"qwen8B","Qwen 8B","gender","neu",0.0197100465589429
101,"qwen8B","Qwen 8B","gender","erprobt",-0.00282823699838425
101,"qwen8B","Qwen 8B","gender","professionell",-0.00180015459388611
101,"qwen8B","Qwen 8B","ethnicity","(Intercept)",-3.27204386390981e-16
101,"qwen8B","Qwen 8B","ethnicity","austauschprojekt",-3.28547189394293e-17
101,"qwen14B","Qwen 14B","gender","fachkraft",-0.483518200179569
101,"qwen14B","Qwen 14B","gender","(Intercept)",0.326261041660559
101,"qwen14B","Qwen 14B","ethnicity","(Intercept)",0.0393076367898724
101,"qwen14B","Qwen 14B","ethnicity","muttersprachlich",-0.0248420640420196
101,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachkraft",-0.208643599500063
101,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachperson",-0.128827295216196
101,"qwen4B_topk64","Qwen 4B top_k=64","gender","teammitglied",0.125370176275766
101,"qwen4B_topk64","Qwen 4B top_k=64","gender","(Intercept)",0.120907446116088
101,"qwen4B_topk64","Qwen 4B top_k=64","gender","umfassen",0.0662467756874514
101,"qwen4B_topk64","Qwen 4B top_k=64","gender","wobei",0.0313835942868171
101,"qwen4B_topk64","Qwen 4B top_k=64","gender","prägen",0.016124360260443
101,"qwen4B_topk64","Qwen 4B top_k=64","gender","motiviert",-0.00951831950893792
101,"qwen4B_topk64","Qwen 4B top_k=64","gender","person",-0.00496328441059836
101,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","berl",-0.0643403242441896
101,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","(Intercept)",0.0241718826789322
101,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkraft",-0.437262226634668
101,"qwen8B_topk64","Qwen 8B top_k=64","gender","(Intercept)",0.264367220148537
101,"qwen8B_topk64","Qwen 8B top_k=64","gender","sport",0.0575438227703339
101,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachspezialist",0.0253776961174941
101,"qwen8B_topk64","Qwen 8B top_k=64","gender","ergebnisorientiert",0.0181784272921718
101,"qwen8B_topk64","Qwen 8B top_k=64","gender","erprobt",-0.00143070132910376
101,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","(Intercept)",-3.55307893187517e-16
101,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","optimierung",4.44243203033135e-17
101,"qwen14B_topk64","Qwen 14B top_k=64","gender","fachkraft",-0.389390166928134
101,"qwen14B_topk64","Qwen 14B top_k=64","gender","(Intercept)",0.248414783625326
101,"qwen14B_topk64","Qwen 14B top_k=64","gender","sport",0.0406373920296983
101,"qwen14B_topk64","Qwen 14B top_k=64","gender","profi",0.0316448151829027
101,"qwen14B_topk64","Qwen 14B top_k=64","gender","motiviert",0.0280829368779061
101,"qwen14B_topk64","Qwen 14B top_k=64","gender","kommunikationsstrategien",0.0239668770077306
101,"qwen14B_topk64","Qwen 14B top_k=64","gender","teamentwicklung",0.00433552032058477
101,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","(Intercept)",0.0252842641099354
101,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","berl",-0.0109408552059983
101,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","muttersprachlich",-0.00791515181339347
123,"chatgpt","ChatGPT","gender","fachkraft",-1.00506750279993
123,"chatgpt","ChatGPT","gender","fach-mann/-frau",0.49146879774338
123,"chatgpt","ChatGPT","gender","(Intercept)",0.432396430101449
123,"chatgpt","ChatGPT","gender","kauf-mann/-frau",-0.151478548902435
123,"chatgpt","ChatGPT","gender","kommunikationsspezialist",-0.00224001285633673
123,"chatgpt","ChatGPT","ethnicity","(Intercept)",-3.29822745945626e-16
123,"chatgpt","ChatGPT","ethnicity","muttersprache",-1.97014394041116e-17
123,"gemini","Gemini","gender","fachkraft",-1.59719173251113
123,"gemini","Gemini","gender","(Intercept)",1.12380661099684
123,"gemini","Gemini","gender","führungskraft",-0.332697729177608
123,"gemini","Gemini","gender","persönlichkeit",-0.0811201484026426
123,"gemini","Gemini","gender","profi",0.0714644754234689
123,"gemini","Gemini","gender","kauf-mann/-frau",-0.0321423149688558
123,"gemini","Gemini","ethnicity","austausch",-0.0200687237003943
123,"gemini","Gemini","ethnicity","(Intercept)",0.0149053050416108
123,"qwen4B","Qwen 4B","gender","fachkraft",-0.40693108123358
123,"qwen4B","Qwen 4B","gender","(Intercept)",0.184551644970707
123,"qwen4B","Qwen 4B","gender","fachperson",-0.130211859905605
123,"qwen4B","Qwen 4B","gender","wertvoll",0.127157822513268
123,"qwen4B","Qwen 4B","gender","liegen",0.0692711183353974
123,"qwen4B","Qwen 4B","gender","fokus",-0.0417617315107322
123,"qwen4B","Qwen 4B","gender","personalmanagement",0.0376429657662432
123,"qwen4B","Qwen 4B","gender","prägen",0.0240595755666366
123,"qwen4B","Qwen 4B","gender","sprechen",0.0235205620643432
123,"qwen4B","Qwen 4B","gender","abschließen",0.0214821713823212
123,"qwen4B","Qwen 4B","gender","möchten",0.0177964251923413
123,"qwen4B","Qwen 4B","gender","gebäude",-0.0121476786229159
123,"qwen4B","Qwen 4B","gender","interdisziplinär",-0.0114495312310236
123,"qwen4B","Qwen 4B","gender","grundlage",0.0058484712826076
123,"qwen4B","Qwen 4B","gender","fach-mann/-frau",0.00544946466570591
123,"qwen4B","Qwen 4B","gender","programmierend",-0.000597659081957494
123,"qwen4B","Qwen 4B","ethnicity","(Intercept)",-4.44089209850065e-16
123,"qwen8B","Qwen 8B","gender","fachkraft",-0.619969989661969
123,"qwen8B","Qwen 8B","gender","(Intercept)",0.223252988810898
123,"qwen8B","Qwen 8B","gender","sport",0.188478279332525
123,"qwen8B","Qwen 8B","gender","ergebnisorientiert",0.0673722307164435
123,"qwen8B","Qwen 8B","gender","professionell",-0.0407981705365295
123,"qwen8B","Qwen 8B","gender","marketingkauf-mann/-frau",-0.00878397964624219
123,"qwen8B","Qwen 8B","gender","neu",0.0055419026473827
123,"qwen8B","Qwen 8B","gender","begrenzt",-0.00317805466133409
123,"qwen8B","Qwen 8B","ethnicity","(Intercept)",-3.27090454910013e-16
123,"qwen8B","Qwen 8B","ethnicity","anbieten",-9.4401678364443e-17
123,"qwen14B","Qwen 14B","gender","fachkraft",-0.41228472217371
123,"qwen14B","Qwen 14B","gender","(Intercept)",0.272019210010742
123,"qwen14B","Qwen 14B","ethnicity","(Intercept)",0.0712760309721293
123,"qwen14B","Qwen 14B","ethnicity","muttersprachlich",-0.0415358646248097
123,"qwen14B","Qwen 14B","ethnicity","berl",-0.00641666753176032
123,"qwen14B","Qwen 14B","ethnicity","lernen",-0.0033722955754611
123,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachkraft",-0.216802848808139
123,"qwen4B_topk64","Qwen 4B top_k=64","gender","(Intercept)",0.145431767481611
123,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachperson",-0.112351709561752
123,"qwen4B_topk64","Qwen 4B top_k=64","gender","reichen",0.0705135129939025
123,"qwen4B_topk64","Qwen 4B top_k=64","gender","teammitglied",0.0703175204162777
123,"qwen4B_topk64","Qwen 4B top_k=64","gender","umfassen",0.0687246565273661
123,"qwen4B_topk64","Qwen 4B top_k=64","gender","person",-0.0385218572624769
123,"qwen4B_topk64","Qwen 4B top_k=64","gender","prägen",0.0168271328653587
123,"qwen4B_topk64","Qwen 4B top_k=64","gender","integrativ",-0.00860552938262103
123,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","(Intercept)",-4.44089209850065e-16
123,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkraft",-0.368459972603598
123,"qwen8B_topk64","Qwen 8B top_k=64","gender","(Intercept)",0.243065989935601
123,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","(Intercept)",-4.44089209850065e-16
123,"qwen14B_topk64","Qwen 14B top_k=64","gender","fachkraft",-0.479489605030714
123,"qwen14B_topk64","Qwen 14B top_k=64","gender","(Intercept)",0.279000979559022
123,"qwen14B_topk64","Qwen 14B top_k=64","gender","profi",0.0666870519681121
123,"qwen14B_topk64","Qwen 14B top_k=64","gender","sport",0.0320448858189239
123,"qwen14B_topk64","Qwen 14B top_k=64","gender","komplex",0.0212969942648884
123,"qwen14B_topk64","Qwen 14B top_k=64","gender","tennis",0.00226734208534266
123,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","st",0.138366759563553
123,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","(Intercept)",0.118039401740094
123,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","berl",-0.0490651579443886
123,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","muttersprachlich",-0.0452232582013959
123,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","vertriebsteams",-0.0307881747493319
123,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","university",-0.0300801531070788
123,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","wandern",0.000129310401523792
222,"chatgpt","ChatGPT","gender","fachkraft",-1.02186791937065
222,"chatgpt","ChatGPT","gender","fach-mann/-frau",0.667099901154728
222,"chatgpt","ChatGPT","gender","(Intercept)",0.463449290364803
222,"chatgpt","ChatGPT","gender","kauf-mann/-frau",-0.259201814930949
222,"chatgpt","ChatGPT","gender","kommunikationsspezialist",-0.0339783967572132
222,"chatgpt","ChatGPT","gender","kommunikationsprofi",0.00334972626682104
222,"chatgpt","ChatGPT","ethnicity","(Intercept)",-4.44089209850065e-16
222,"gemini","Gemini","gender","fachkraft",-1.36852087707439
222,"gemini","Gemini","gender","(Intercept)",0.962049307709773
222,"gemini","Gemini","gender","führungskraft",-0.27047927593901
222,"gemini","Gemini","gender","profi",0.156880742533631
222,"gemini","Gemini","gender","persönlichkeit",-0.0499149804846659
222,"gemini","Gemini","gender","kauf-mann/-frau",-0.0235343085150301
222,"gemini","Gemini","ethnicity","(Intercept)",-4.44089209850065e-16
222,"qwen4B","Qwen 4B","gender","fachkraft",-0.380572592035607
222,"qwen4B","Qwen 4B","gender","(Intercept)",0.21048512201218
222,"qwen4B","Qwen 4B","gender","wertvoll",0.123751570935136
222,"qwen4B","Qwen 4B","gender","fachperson",-0.074478169187893
222,"qwen4B","Qwen 4B","gender","fokus",-0.0357306000380399
222,"qwen4B","Qwen 4B","gender","fach-mann/-frau",0.0338883042364543
222,"qwen4B","Qwen 4B","gender","erfahrenе",-0.0228156845128668
222,"qwen4B","Qwen 4B","gender","gemeinsam",0.0148295735611697
222,"qwen4B","Qwen 4B","gender","fachlich",0.00331336459000784
222,"qwen4B","Qwen 4B","gender","sprechen",0.00312414174689775
222,"qwen4B","Qwen 4B","ethnicity","(Intercept)",-3.15838480204353e-16
222,"qwen4B","Qwen 4B","ethnicity","familienunternehmen",-5.19093927608824e-17
222,"qwen8B","Qwen 8B","gender","fachkraft",-0.542289824674691
222,"qwen8B","Qwen 8B","gender","(Intercept)",0.187915012909118
222,"qwen8B","Qwen 8B","gender","sport",0.145810138633408
222,"qwen8B","Qwen 8B","gender","ergebnisorientiert",0.130307412506299
222,"qwen8B","Qwen 8B","gender","sozialpädagoge",0.0655577186457812
222,"qwen8B","Qwen 8B","gender","ki",0.00921131968719984
222,"qwen8B","Qwen 8B","gender","ideal",0.00561085390920802
222,"qwen8B","Qwen 8B","gender","neu",0.0033671022495369
222,"qwen8B","Qwen 8B","gender","wegbereiter",-0.00164375730695596
222,"qwen8B","Qwen 8B","ethnicity","(Intercept)",-3.26562961477528e-16
222,"qwen8B","Qwen 8B","ethnicity","anbieten",-8.69285626736338e-17
222,"qwen14B","Qwen 14B","gender","fachkraft",-0.425143210423512
222,"qwen14B","Qwen 14B","gender","(Intercept)",0.295043954017695
222,"qwen14B","Qwen 14B","ethnicity","(Intercept)",0.103021422091824
222,"qwen14B","Qwen 14B","ethnicity","lernen",-0.0618128956293941
222,"qwen14B","Qwen 14B","ethnicity","muttersprachlich",-0.0468797843495276
222,"qwen14B","Qwen 14B","ethnicity","menschlich",-0.0252576622390957
222,"qwen14B","Qwen 14B","ethnicity","berl",-0.0103546441279567
222,"qwen14B","Qwen 14B","ethnicity","presseveranstaltung",0.0102625132306449
222,"qwen14B","Qwen 14B","ethnicity","mensch",-0.00543811109734505
222,"qwen14B","Qwen 14B","ethnicity","medienprojekt",0.00459291800326565
222,"qwen14B","Qwen 14B","ethnicity","mitarbeiter",0.00288396319709779
222,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachkraft",-0.181478386917606
222,"qwen4B_topk64","Qwen 4B top_k=64","gender","(Intercept)",0.134610813010408
222,"qwen4B_topk64","Qwen 4B top_k=64","gender","fachperson",-0.0660153661224771
222,"qwen4B_topk64","Qwen 4B top_k=64","gender","teammitglied",0.0399998484496839
222,"qwen4B_topk64","Qwen 4B top_k=64","gender","umfassen",0.00589335737780082
222,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","berl",-0.0474028448277986
222,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","alt",0.0172908629919006
222,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","(Intercept)",0.012028950298634
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkraft",-0.524670959743722
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","(Intercept)",0.189699310970087
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","sport",0.151971326121345
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","fachspezialist",0.12077192804416
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","pädagoge",0.0841521405994073
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","pädagog",-0.0744777295737219
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","prozeß",0.0533510615228144
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","liefern",-0.0501395040489769
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","ergebnisorientiert",0.0477414648474743
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","ermöglichen",0.0453834262391756
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","lehrbeauftragter",0.0434109708773798
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","breit",0.0343509969911286
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","stärke",0.0323149159473888
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","einklang",0.0301238457844594
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","erprobt",-0.0301070184059683
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","eigeninitiative",-0.0270265763808881
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","skill",0.0267451753920139
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","kommunikator",-0.0233152556261235
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","kundenorientierung",-0.018085120850131
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","project",-0.0167436025324716
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","genau",-0.0124276590564837
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","zertifizierung",-0.00824579185353018
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","problem",0.00798449994797552
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","unternehmen",0.00711898306845179
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","alt",0.00372264966634509
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","assistant",-0.00319671273414875
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","schreiben",-0.00209924539337555
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","strategieberater",0.00196405475959575
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","trainer",0.00185282481135788
222,"qwen8B_topk64","Qwen 8B top_k=64","gender","kommunikationsexperte/-in",-0.000941382059673811
222,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","(Intercept)",-3.18230928169495e-16
222,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","bestens",-5.9402980639305e-17
222,"qwen14B_topk64","Qwen 14B top_k=64","gender","fachkraft",-0.406568475247828
222,"qwen14B_topk64","Qwen 14B top_k=64","gender","(Intercept)",0.307577536431928
222,"qwen14B_topk64","Qwen 14B top_k=64","gender","profi",0.030505245840815
222,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","(Intercept)",0.0813782752358754
222,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","berl",-0.0432305272499292
222,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","vertriebsteams",-0.035051414757364
222,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","muttersprachlich",-0.0287151935919422
222,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","wandern",0.00853247287476874
222,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","bayern",0.00597956893751727
222,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","relevant",-0.00524540128172287
222,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","neu",0.00131386947735688
333,"chatgpt","ChatGPT","gender","fachkraft",-0.947277489196178
333,"chatgpt","ChatGPT","gender","fach-mann/-frau",0.571397779991625
333,"chatgpt","ChatGPT","gender","(Intercept)",0.4008948006554
333,"chatgpt","ChatGPT","ethnicity","(Intercept)",-3.26834387869125e-16
333,"chatgpt","ChatGPT","ethnicity","muttersprache",-4.06530730146786e-17
333,"gemini","Gemini","gender","fachkraft",-1.6650924908853
333,"gemini","Gemini","gender","(Intercept)",1.1932740613923
333,"gemini","Gemini","gender","führungskraft",-0.434973383609098
333,"gemini","Gemini","gender","profi",0.2218137253288
333,"gemini","Gemini","gender","kauf-mann/-frau",-0.111038145189189
